pincode,date,state,district,age_0_5,age_5_17,age_18_greater,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,year,quarter_4_month
140110,2025-04-11,Punjab,SAS Nagar (Mohali),,,,,,1.0,7.0,2025,Q1_Jan_Apr
140110,2025-04-12,Punjab,SAS Nagar (Mohali),,,,2.0,4.0,0.0,7.0,2025,Q1_Jan_Apr
140111,2025-01-03,Punjab,Rupnagar,,,,122.0,228.0,18.0,214.0,2025,Q1_Jan_Apr
140111,2025-01-04,Punjab,Rupnagar,,,,109.0,188.0,,,2025,Q1_Jan_Apr
140111,2025-01-05,Punjab,Rupnagar,,,,62.0,165.0,,,2025,Q1_Jan_Apr
140111,2025-01-06,Punjab,Rupnagar,,,,165.0,188.0,,,2025,Q1_Jan_Apr
140111,2025-01-07,Punjab,Rupnagar,,,,134.0,227.0,,,2025,Q1_Jan_Apr
140111,2025-01-09,Punjab,Rupnagar,,,,3.0,6.0,,,2025,Q1_Jan_Apr
140111,2025-01-12,Punjab,Rupnagar,,,,3.0,5.0,,,2025,Q1_Jan_Apr
140111,2025-02-09,Punjab,Rupnagar,2.0,0.0,0.0,10.0,4.0,,,2025,Q1_Jan_Apr
140111,2025-02-11,Punjab,Rupnagar,,,,,,0.0,1.0,2025,Q1_Jan_Apr
140111,2025-02-12,Punjab,Rupnagar,,,,31.0,12.0,,,2025,Q1_Jan_Apr
140111,2025-03-09,Punjab,Rupnagar,,,,8.0,11.0,,,2025,Q1_Jan_Apr
140111,2025-03-12,Punjab,Rupnagar,,,,7.0,9.0,,,2025,Q1_Jan_Apr
140111,2025-04-09,Punjab,Rupnagar,1.0,0.0,0.0,6.0,5.0,,,2025,Q1_Jan_Apr
140111,2025-04-11,Punjab,Rupnagar,,,,,,3.0,6.0,2025,Q1_Jan_Apr
140111,2025-04-12,Punjab,Rupnagar,,,,3.0,4.0,,,2025,Q1_Jan_Apr
140112,2025-01-03,Punjab,Rupnagar,,,,53.0,100.0,,,2025,Q1_Jan_Apr
140112,2025-01-04,Punjab,Rupnagar,,,,48.0,90.0,,,2025,Q1_Jan_Apr
140112,2025-01-05,Punjab,Fatehgarh Sahib,,,,12.0,26.0,,,2025,Q1_Jan_Apr
140112,2025-01-06,Punjab,Rupnagar,,,,104.0,168.0,,,2025,Q1_Jan_Apr
140112,2025-01-07,Punjab,Fatehgarh Sahib,,,,10.0,29.0,,,2025,Q1_Jan_Apr
140112,2025-01-09,Punjab,Fatehgarh Sahib,,,,0.0,1.0,,,2025,Q1_Jan_Apr
140112,2025-01-12,Punjab,Rupnagar,,,,9.0,6.0,,,2025,Q1_Jan_Apr
140112,2025-02-09,Punjab,Rupnagar,2.0,2.0,0.0,1.0,0.0,,,2025,Q1_Jan_Apr
140112,2025-02-12,Punjab,Rupnagar,,,,5.0,6.0,,,2025,Q1_Jan_Apr
140112,2025-03-09,Punjab,Rupnagar,2.0,0.0,0.0,1.0,1.0,,,2025,Q1_Jan_Apr
140112,2025-03-11,Punjab,Rupnagar,,,,,,0.0,6.0,2025,Q1_Jan_Apr
140112,2025-03-12,Punjab,Rupnagar,,,,3.0,5.0,0.0,7.0,2025,Q1_Jan_Apr
140112,2025-04-09,Punjab,Rupnagar,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2025,Q1_Jan_Apr
140112,2025-04-11,Punjab,Fatehgarh Sahib,,,,,,0.0,2.0,2025,Q1_Jan_Apr
140112,2025-04-12,Punjab,Fatehgarh Sahib,,,,0.0,1.0,1.0,5.0,2025,Q1_Jan_Apr
140113,2025-01-03,Punjab,Rupnagar,,,,83.0,162.0,11.0,175.0,2025,Q1_Jan_Apr
140113,2025-01-04,Punjab,Rupnagar,,,,73.0,99.0,,,2025,Q1_Jan_Apr
140113,2025-01-05,Punjab,Rupnagar,,,,55.0,122.0,,,2025,Q1_Jan_Apr
140113,2025-01-06,Punjab,Rupnagar,,,,135.0,156.0,,,2025,Q1_Jan_Apr
140113,2025-01-07,Punjab,Rupnagar,,,,149.0,197.0,,,2025,Q1_Jan_Apr
140113,2025-01-09,Punjab,Rupnagar,,,,0.0,4.0,1.0,4.0,2025,Q1_Jan_Apr
140113,2025-01-11,Punjab,Rupnagar,,,,,,2.0,1.0,2025,Q1_Jan_Apr
140113,2025-01-12,Punjab,Rupnagar,,,,7.0,5.0,,,2025,Q1_Jan_Apr
140113,2025-02-09,Punjab,Rupnagar,,,,4.0,2.0,,,2025,Q1_Jan_Apr
140113,2025-02-12,Punjab,Rupnagar,,,,15.0,5.0,0.0,9.0,2025,Q1_Jan_Apr
140113,2025-03-09,Punjab,Rupnagar,1.0,0.0,0.0,4.0,0.0,0.0,2.0,2025,Q1_Jan_Apr
140113,2025-03-12,Punjab,Rupnagar,,,,3.0,1.0,,,2025,Q1_Jan_Apr
140113,2025-04-09,Punjab,Rupnagar,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2025,Q1_Jan_Apr
140113,2025-04-12,Punjab,Rupnagar,,,,7.0,0.0,,,2025,Q1_Jan_Apr
140114,2025-01-03,Punjab,Rupnagar,,,,48.0,99.0,,,2025,Q1_Jan_Apr
140114,2025-01-04,Punjab,Rupnagar,,,,47.0,117.0,,,2025,Q1_Jan_Apr
140114,2025-01-05,Punjab,Rupnagar,,,,74.0,147.0,,,2025,Q1_Jan_Apr
140114,2025-01-06,Punjab,Rupnagar,,,,126.0,217.0,,,2025,Q1_Jan_Apr
140114,2025-01-07,Punjab,Rupnagar,,,,125.0,163.0,,,2025,Q1_Jan_Apr
140114,2025-01-09,Punjab,Rupnagar,1.0,0.0,0.0,0.0,2.0,,,2025,Q1_Jan_Apr
140114,2025-01-12,Punjab,Rupnagar,,,,3.0,0.0,,,2025,Q1_Jan_Apr
140114,2025-02-09,Punjab,Rupnagar,,,,2.0,3.0,,,2025,Q1_Jan_Apr
140114,2025-02-12,Punjab,Rupnagar,,,,4.0,7.0,0.0,3.0,2025,Q1_Jan_Apr
140114,2025-03-09,Punjab,Rupnagar,1.0,0.0,0.0,1.0,1.0,,,2025,Q1_Jan_Apr
140114,2025-03-12,Punjab,Rupnagar,,,,4.0,4.0,0.0,2.0,2025,Q1_Jan_Apr
140114,2025-04-09,Punjab,Rupnagar,1.0,0.0,0.0,0.0,9.0,0.0,1.0,2025,Q1_Jan_Apr
140114,2025-04-12,Punjab,Rupnagar,,,,7.0,2.0,0.0,2.0,2025,Q1_Jan_Apr
140115,2025-01-03,Punjab,Rupnagar,,,,35.0,74.0,,,2025,Q1_Jan_Apr
140115,2025-01-04,Punjab,Rupnagar,,,,45.0,85.0,,,2025,Q1_Jan_Apr
140115,2025-01-05,Punjab,Rupnagar,,,,54.0,127.0,,,2025,Q1_Jan_Apr
140115,2025-01-06,Punjab,Rupnagar,,,,63.0,106.0,,,2025,Q1_Jan_Apr
140115,2025-01-07,Punjab,Rupnagar,,,,103.0,122.0,,,2025,Q1_Jan_Apr
140115,2025-01-09,Punjab,Rupnagar,,,,1.0,0.0,,,2025,Q1_Jan_Apr
140115,2025-01-12,Punjab,Rupnagar,,,,0.0,2.0,,,2025,Q1_Jan_Apr
140115,2025-02-12,Punjab,Rupnagar,,,,2.0,2.0,1.0,0.0,2025,Q1_Jan_Apr
140115,2025-03-09,Punjab,Rupnagar,,,,0.0,2.0,0.0,5.0,2025,Q1_Jan_Apr
140115,2025-03-12,Punjab,Rupnagar,,,,1.0,3.0,,,2025,Q1_Jan_Apr
140115,2025-04-09,Punjab,Rupnagar,,,,0.0,1.0,,,2025,Q1_Jan_Apr
140115,2025-04-11,Punjab,Rupnagar,,,,,,0.0,3.0,2025,Q1_Jan_Apr
140115,2025-04-12,Punjab,Rupnagar,,,,0.0,4.0,,,2025,Q1_Jan_Apr
140116,2025-01-03,Punjab,Rupnagar,,,,59.0,129.0,,,2025,Q1_Jan_Apr
140116,2025-01-04,Punjab,Rupnagar,,,,138.0,300.0,,,2025,Q1_Jan_Apr
140116,2025-01-05,Punjab,Rupnagar,,,,170.0,414.0,,,2025,Q1_Jan_Apr
140116,2025-01-06,Punjab,Rupnagar,,,,117.0,228.0,,,2025,Q1_Jan_Apr
140116,2025-01-07,Punjab,Rupnagar,,,,96.0,139.0,,,2025,Q1_Jan_Apr
140116,2025-01-09,Punjab,Rupnagar,0.0,1.0,0.0,1.0,4.0,0.0,2.0,2025,Q1_Jan_Apr
140116,2025-01-11,Punjab,Rupnagar,,,,,,0.0,3.0,2025,Q1_Jan_Apr
140116,2025-01-12,Punjab,Rupnagar,,,,3.0,4.0,,,2025,Q1_Jan_Apr
140116,2025-02-09,Punjab,Rupnagar,1.0,0.0,0.0,,,,,2025,Q1_Jan_Apr
140116,2025-02-11,Punjab,Rupnagar,,,,,,0.0,1.0,2025,Q1_Jan_Apr
140116,2025-02-12,Punjab,Rupnagar,,,,1.0,14.0,0.0,7.0,2025,Q1_Jan_Apr
140116,2025-03-09,Punjab,Rupnagar,,,,0.0,3.0,,,2025,Q1_Jan_Apr
140116,2025-03-11,Punjab,Rupnagar,,,,,,0.0,4.0,2025,Q1_Jan_Apr
140116,2025-03-12,Punjab,Rupnagar,,,,1.0,2.0,0.0,3.0,2025,Q1_Jan_Apr
140116,2025-04-09,Punjab,Rupnagar,,,,5.0,5.0,,,2025,Q1_Jan_Apr
140116,2025-04-12,Punjab,Rupnagar,,,,1.0,4.0,,,2025,Q1_Jan_Apr
140117,2025-01-03,Punjab,Rupnagar,,,,184.0,430.0,,,2025,Q1_Jan_Apr
140117,2025-01-04,Punjab,Rupnagar,,,,179.0,395.0,,,2025,Q1_Jan_Apr
140117,2025-01-05,Punjab,Rupnagar,,,,152.0,368.0,,,2025,Q1_Jan_Apr
140117,2025-01-06,Punjab,Rupnagar,,,,254.0,458.0,,,2025,Q1_Jan_Apr
140117,2025-01-07,Punjab,Rupnagar,,,,352.0,427.0,,,2025,Q1_Jan_Apr
140117,2025-01-09,Punjab,Rupnagar,,,,1.0,6.0,0.0,5.0,2025,Q1_Jan_Apr
140117,2025-01-12,Punjab,Rupnagar,,,,9.0,6.0,,,2025,Q1_Jan_Apr
140117,2025-02-09,Punjab,Rupnagar,3.0,0.0,0.0,7.0,10.0,,,2025,Q1_Jan_Apr
140117,2025-02-12,Punjab,Rupnagar,,,,52.0,9.0,,,2025,Q1_Jan_Apr
140117,2025-03-09,Punjab,Rupnagar,5.0,0.0,0.0,11.0,26.0,,,2025,Q1_Jan_Apr
140117,2025-03-12,Punjab,Rupnagar,,,,51.0,13.0,0.0,15.0,2025,Q1_Jan_Apr
140117,2025-04-09,Punjab,Rupnagar,3.0,0.0,0.0,14.0,13.0,,,2025,Q1_Jan_Apr
140117,2025-04-12,Punjab,Rupnagar,,,,35.0,9.0,0.0,11.0,2025,Q1_Jan_Apr
140118,2025-01-03,Punjab,Rupnagar,,,,38.0,97.0,11.0,93.0,2025,Q1_Jan_Apr
140118,2025-01-04,Punjab,Rupnagar,,,,71.0,181.0,,,2025,Q1_Jan_Apr
140118,2025-01-05,Punjab,Rupnagar,,,,53.0,109.0,,,2025,Q1_Jan_Apr
140118,2025-01-06,Punjab,Rupnagar,,,,82.0,193.0,,,2025,Q1_Jan_Apr
140118,2025-01-07,Punjab,Rupnagar,,,,90.0,203.0,,,2025,Q1_Jan_Apr
140118,2025-01-09,Punjab,Rupnagar,,,,3.0,10.0,,,2025,Q1_Jan_Apr
140118,2025-01-11,Punjab,Rupnagar,,,,,,0.0,3.0,2025,Q1_Jan_Apr
140118,2025-01-12,Punjab,Rupnagar,,,,3.0,1.0,,,2025,Q1_Jan_Apr
140118,2025-02-09,Punjab,Rupnagar,2.0,0.0,0.0,,,,,2025,Q1_Jan_Apr
140118,2025-02-12,Punjab,Rupnagar,,,,10.0,10.0,0.0,3.0,2025,Q1_Jan_Apr
140118,2025-03-09,Punjab,Rupnagar,2.0,0.0,0.0,3.0,10.0,0.0,3.0,2025,Q1_Jan_Apr
140118,2025-03-12,Punjab,Rupnagar,,,,8.0,7.0,,,2025,Q1_Jan_Apr
140118,2025-04-09,Punjab,Rupnagar,1.0,0.0,0.0,,,0.0,5.0,2025,Q1_Jan_Apr
140118,2025-04-11,Punjab,Rupnagar,,,,,,0.0,4.0,2025,Q1_Jan_Apr
140118,2025-04-12,Punjab,Rupnagar,,,,5.0,3.0,0.0,5.0,2025,Q1_Jan_Apr
140119,2025-01-03,Punjab,Rupnagar,,,,69.0,166.0,,,2025,Q1_Jan_Apr
140119,2025-01-04,Punjab,Rupnagar,,,,61.0,160.0,,,2025,Q1_Jan_Apr
140119,2025-01-05,Punjab,Rupnagar,,,,54.0,119.0,,,2025,Q1_Jan_Apr
140119,2025-01-06,Punjab,Rupnagar,,,,92.0,182.0,,,2025,Q1_Jan_Apr
140119,2025-01-07,Punjab,Rupnagar,,,,128.0,199.0,,,2025,Q1_Jan_Apr
140119,2025-01-09,Punjab,Rupnagar,,,,0.0,1.0,,,2025,Q1_Jan_Apr
140119,2025-01-12,Punjab,Rupnagar,,,,10.0,3.0,,,2025,Q1_Jan_Apr
140119,2025-02-09,Punjab,Rupnagar,6.0,1.0,0.0,16.0,12.0,,,2025,Q1_Jan_Apr
140119,2025-02-12,Punjab,Rupnagar,,,,18.0,4.0,1.0,7.0,2025,Q1_Jan_Apr
140119,2025-03-09,Punjab,Rupnagar,1.0,0.0,0.0,1.0,4.0,,,2025,Q1_Jan_Apr
140119,2025-03-11,Punjab,Rupnagar,,,,,,0.0,13.0,2025,Q1_Jan_Apr
140119,2025-03-12,Punjab,Rupnagar,,,,12.0,6.0,,,2025,Q1_Jan_Apr
140119,2025-04-09,Punjab,Rupnagar,1.0,0.0,0.0,1.0,6.0,,,2025,Q1_Jan_Apr
140119,2025-04-12,Punjab,Rupnagar,,,,8.0,3.0,0.0,3.0,2025,Q1_Jan_Apr
140123,2025-01-03,Punjab,Rupnagar,,,,52.0,139.0,,,2025,Q1_Jan_Apr
140123,2025-01-04,Punjab,Rupnagar,,,,74.0,113.0,,,2025,Q1_Jan_Apr
140123,2025-01-05,Punjab,Rupnagar,,,,68.0,140.0,,,2025,Q1_Jan_Apr
140123,2025-01-06,Punjab,Rupnagar,,,,87.0,142.0,,,2025,Q1_Jan_Apr
140123,2025-01-07,Punjab,Rupnagar,,,,128.0,304.0,,,2025,Q1_Jan_Apr
140123,2025-01-09,Punjab,Rupnagar,1.0,0.0,0.0,2.0,1.0,,,2025,Q1_Jan_Apr
140123,2025-01-11,Punjab,Rupnagar,,,,,,0.0,1.0,2025,Q1_Jan_Apr
140123,2025-01-12,Punjab,Rupnagar,,,,5.0,1.0,,,2025,Q1_Jan_Apr
140123,2025-02-09,Punjab,Rupnagar,,,,3.0,6.0,,,2025,Q1_Jan_Apr
140123,2025-02-12,Punjab,Rupnagar,,,,7.0,8.0,0.0,11.0,2025,Q1_Jan_Apr
140123,2025-03-01,Punjab,Rupnagar,,,,,,12.0,68.0,2025,Q1_Jan_Apr
140123,2025-03-09,Punjab,Rupnagar,,,,2.0,11.0,,,2025,Q1_Jan_Apr
140123,2025-03-11,Punjab,Rupnagar,,,,,,0.0,1.0,2025,Q1_Jan_Apr
140123,2025-03-12,Punjab,Rupnagar,,,,6.0,4.0,,,2025,Q1_Jan_Apr
140123,2025-04-09,Punjab,Rupnagar,,,,,,0.0,2.0,2025,Q1_Jan_Apr
140123,2025-04-11,Punjab,Rupnagar,,,,,,0.0,2.0,2025,Q1_Jan_Apr
140123,2025-04-12,Punjab,Rupnagar,,,,4.0,1.0,0.0,1.0,2025,Q1_Jan_Apr
140124,2025-01-03,Punjab,Rupnagar,,,,59.0,138.0,,,2025,Q1_Jan_Apr
140124,2025-01-04,Punjab,Rupnagar,,,,60.0,95.0,,,2025,Q1_Jan_Apr
140124,2025-01-05,Punjab,Rupnagar,,,,68.0,139.0,,,2025,Q1_Jan_Apr
140124,2025-01-06,Punjab,Rupnagar,,,,130.0,130.0,,,2025,Q1_Jan_Apr
140124,2025-01-07,Punjab,Rupnagar,,,,128.0,136.0,,,2025,Q1_Jan_Apr
140124,2025-01-09,Punjab,Rupnagar,1.0,0.0,0.0,,,,,2025,Q1_Jan_Apr
140124,2025-01-12,Punjab,Rupnagar,,,,2.0,2.0,,,2025,Q1_Jan_Apr
140124,2025-02-09,Punjab,Rupnagar,,,,4.0,5.0,,,2025,Q1_Jan_Apr
140124,2025-02-12,Punjab,Rupnagar,,,,6.0,4.0,,,2025,Q1_Jan_Apr
140124,2025-03-09,Punjab,Rupnagar,1.0,0.0,0.0,5.0,2.0,1.0,3.0,2025,Q1_Jan_Apr
140124,2025-03-12,Punjab,Rupnagar,,,,2.0,3.0,,,2025,Q1_Jan_Apr
140124,2025-04-09,Punjab,Rupnagar,,,,8.0,3.0,,,2025,Q1_Jan_Apr
140124,2025-04-12,Punjab,Rupnagar,,,,1.0,5.0,0.0,1.0,2025,Q1_Jan_Apr
140125,2025-01-03,Punjab,Rupnagar,,,,61.0,142.0,11.0,140.0,2025,Q1_Jan_Apr
140125,2025-01-04,Punjab,Rupnagar,,,,46.0,104.0,,,2025,Q1_Jan_Apr
140125,2025-01-05,Punjab,Rupnagar,,,,35.0,95.0,,,2025,Q1_Jan_Apr
140125,2025-01-06,Punjab,Rupnagar,,,,96.0,118.0,,,2025,Q1_Jan_Apr
140125,2025-01-07,Punjab,Rupnagar,,,,128.0,113.0,,,2025,Q1_Jan_Apr
140125,2025-01-09,Punjab,Rupnagar,1.0,0.0,0.0,4.0,1.0,0.0,2.0,2025,Q1_Jan_Apr
140125,2025-01-12,Punjab,Rupnagar,,,,4.0,2.0,0.0,6.0,2025,Q1_Jan_Apr
140125,2025-02-09,Punjab,Rupnagar,1.0,0.0,0.0,2.0,3.0,,,2025,Q1_Jan_Apr
140125,2025-02-12,Punjab,Rupnagar,,,,6.0,5.0,,,2025,Q1_Jan_Apr
140125,2025-03-09,Punjab,Rupnagar,,,,3.0,3.0,,,2025,Q1_Jan_Apr
140125,2025-03-12,Punjab,Rupnagar,,,,8.0,4.0,,,2025,Q1_Jan_Apr
140125,2025-04-09,Punjab,Rupnagar,1.0,0.0,0.0,6.0,7.0,,,2025,Q1_Jan_Apr
140125,2025-04-12,Punjab,Rupnagar,,,,5.0,5.0,0.0,3.0,2025,Q1_Jan_Apr
140126,2025-01-03,Punjab,Rupnagar,,,,131.0,322.0,38.0,237.0,2025,Q1_Jan_Apr
140126,2025-01-04,Punjab,Rupnagar,,,,156.0,241.0,,,2025,Q1_Jan_Apr
140126,2025-01-05,Punjab,Rupnagar,,,,88.0,265.0,,,2025,Q1_Jan_Apr
140126,2025-01-06,Punjab,Rupnagar,,,,169.0,254.0,,,2025,Q1_Jan_Apr
140126,2025-01-07,Punjab,Rupnagar,,,,309.0,396.0,35.0,315.0,2025,Q1_Jan_Apr
140126,2025-01-09,Punjab,Rupnagar,2.0,0.0,0.0,2.0,1.0,,,2025,Q1_Jan_Apr
140126,2025-01-12,Punjab,Rupnagar,,,,9.0,8.0,,,2025,Q1_Jan_Apr
140126,2025-02-09,Punjab,Rupnagar,1.0,1.0,0.0,7.0,9.0,,,2025,Q1_Jan_Apr
140126,2025-02-12,Punjab,Rupnagar,,,,24.0,4.0,,,2025,Q1_Jan_Apr
140126,2025-03-09,Punjab,Rupnagar,1.0,0.0,0.0,6.0,7.0,,,2025,Q1_Jan_Apr
140126,2025-03-12,Punjab,Rupnagar,,,,33.0,1.0,,,2025,Q1_Jan_Apr
140126,2025-04-09,Punjab,Rupnagar,1.0,1.0,0.0,6.0,6.0,,,2025,Q1_Jan_Apr
140126,2025-04-11,Punjab,Rupnagar,,,,,,1.0,10.0,2025,Q1_Jan_Apr
140126,2025-04-12,Punjab,Rupnagar,,,,23.0,2.0,1.0,3.0,2025,Q1_Jan_Apr
140133,2025-01-03,Punjab,Rupnagar,,,,68.0,196.0,,,2025,Q1_Jan_Apr
140133,2025-01-04,Punjab,Rupnagar,,,,71.0,183.0,,,2025,Q1_Jan_Apr
140133,2025-01-05,Punjab,Rupnagar,,,,41.0,139.0,,,2025,Q1_Jan_Apr
140133,2025-01-06,Punjab,Rupnagar,,,,99.0,169.0,,,2025,Q1_Jan_Apr
140133,2025-01-07,Punjab,Rupnagar,,,,173.0,334.0,,,2025,Q1_Jan_Apr
140133,2025-01-09,Punjab,Rupnagar,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2025,Q1_Jan_Apr
140133,2025-01-12,Punjab,Rupnagar,,,,9.0,5.0,,,2025,Q1_Jan_Apr
140133,2025-02-09,Punjab,Rupnagar,2.0,0.0,0.0,,,,,2025,Q1_Jan_Apr
140133,2025-02-12,Punjab,Rupnagar,,,,6.0,9.0,,,2025,Q1_Jan_Apr
140133,2025-03-01,Punjab,Rupnagar,,,,,,12.0,81.0,2025,Q1_Jan_Apr
140133,2025-03-09,Punjab,Rupnagar,,,,3.0,3.0,,,2025,Q1_Jan_Apr
140133,2025-03-11,Punjab,Rupnagar,,,,,,0.0,5.0,2025,Q1_Jan_Apr
140133,2025-03-12,Punjab,Rupnagar,,,,23.0,7.0,0.0,4.0,2025,Q1_Jan_Apr
140133,2025-04-09,Punjab,Rupnagar,3.0,0.0,0.0,6.0,3.0,,,2025,Q1_Jan_Apr
140133,2025-04-12,Punjab,Rupnagar,,,,25.0,8.0,2.0,2.0,2025,Q1_Jan_Apr
140201,2025-01-03,Punjab,SAS Nagar (Mohali),,,,95.0,96.0,26.0,240.0,2025,Q1_Jan_Apr
140201,2025-01-04,Punjab,SAS Nagar (Mohali),,,,119.0,87.0,,,2025,Q1_Jan_Apr
140201,2025-01-05,Punjab,SAS Nagar (Mohali),,,,83.0,96.0,,,2025,Q1_Jan_Apr
140201,2025-01-06,Punjab,SAS Nagar (Mohali),,,,111.0,92.0,,,2025,Q1_Jan_Apr
140201,2025-01-07,Punjab,SAS Nagar (Mohali),,,,148.0,112.0,,,2025,Q1_Jan_Apr
140201,2025-01-09,Punjab,SAS Nagar (Mohali),,,,4.0,1.0,0.0,12.0,2025,Q1_Jan_Apr
140201,2025-01-12,Punjab,SAS Nagar (Mohali),,,,4.0,5.0,,,2025,Q1_Jan_Apr
140201,2025-02-12,Punjab,SAS Nagar (Mohali),,,,5.0,2.0,2.0,9.0,2025,Q1_Jan_Apr
140201,2025-03-09,Punjab,SAS Nagar (Mohali),,,,,,0.0,3.0,2025,Q1_Jan_Apr
140201,2025-03-11,Punjab,SAS Nagar (Mohali),,,,,,2.0,9.0,2025,Q1_Jan_Apr
140201,2025-03-12,Punjab,SAS Nagar (Mohali),,,,4.0,4.0,0.0,7.0,2025,Q1_Jan_Apr
140201,2025-04-09,Punjab,SAS Nagar (Mohali),,,,3.0,5.0,,,2025,Q1_Jan_Apr
140201,2025-04-11,Punjab,SAS Nagar (Mohali),,,,,,0.0,8.0,2025,Q1_Jan_Apr
140201,2025-04-12,Punjab,SAS Nagar (Mohali),,,,1.0,4.0,,,2025,Q1_Jan_Apr
140301,2025-01-03,Punjab,SAS Nagar (Mohali),,,,535.0,591.0,,,2025,Q1_Jan_Apr
140301,2025-01-04,Punjab,SAS Nagar (Mohali),204.0,65.0,11.0,12.0,110.0,,,2025,Q1_Jan_Apr
140301,2025-01-05,Punjab,SAS Nagar (Mohali),,,,420.0,599.0,,,2025,Q1_Jan_Apr
140301,2025-01-06,Punjab,S.A.S Nagar,193.0,75.0,14.0,10.0,149.0,,,2025,Q1_Jan_Apr
140301,2025-01-07,Punjab,S.A.S Nagar,300.0,89.0,34.0,27.0,157.0,213.0,2305.0,2025,Q1_Jan_Apr
140301,2025-01-09,Punjab,SAS Nagar (Mohali),3.0,0.0,0.0,0.0,2.0,5.0,49.0,2025,Q1_Jan_Apr
140301,2025-01-12,Punjab,SAS Nagar (Mohali),,,,17.0,19.0,,,2025,Q1_Jan_Apr
140301,2025-02-09,Punjab,S.A.S Nagar(Mohali),0.0,1.0,0.0,0.0,5.0,,,2025,Q1_Jan_Apr
140301,2025-02-12,Punjab,SAS Nagar (Mohali),,,,20.0,38.0,,,2025,Q1_Jan_Apr
140301,2025-03-01,Punjab,SAS Nagar (Mohali),,,,,,132.0,1840.0,2025,Q1_Jan_Apr
140301,2025-03-09,Punjab,SAS Nagar (Mohali),5.0,0.0,1.0,0.0,1.0,,,2025,Q1_Jan_Apr
140301,2025-03-11,Punjab,S.A.S Nagar(Mohali),,,,,,2.0,4.0,2025,Q1_Jan_Apr
140301,2025-03-12,Punjab,S.A.S Nagar(Mohali),,,,0.0,2.0,0.0,5.0,2025,Q1_Jan_Apr
140301,2025-04-09,Punjab,S.A.S Nagar(Mohali),1.0,0.0,0.0,36.0,16.0,0.0,4.0,2025,Q1_Jan_Apr
140301,2025-04-12,Punjab,SAS Nagar (Mohali),,,,15.0,17.0,5.0,58.0,2025,Q1_Jan_Apr
140306,2025-01-03,Punjab,SAS Nagar (Mohali),,,,228.0,195.0,,,2025,Q1_Jan_Apr
140306,2025-01-04,Punjab,SAS Nagar (Mohali),,,,153.0,154.0,,,2025,Q1_Jan_Apr
140306,2025-01-05,Punjab,SAS Nagar (Mohali),,,,111.0,143.0,,,2025,Q1_Jan_Apr
140306,2025-01-06,Punjab,SAS Nagar (Mohali),,,,176.0,166.0,,,2025,Q1_Jan_Apr
140306,2025-01-07,Punjab,SAS Nagar (Mohali),,,,367.0,229.0,,,2025,Q1_Jan_Apr
140306,2025-01-09,Punjab,S.A.S Nagar(Mohali),1.0,0.0,0.0,0.0,1.0,,,2025,Q1_Jan_Apr
140306,2025-01-12,Punjab,S.A.S Nagar(Mohali),,,,0.0,1.0,,,2025,Q1_Jan_Apr
140306,2025-02-09,Punjab,SAS Nagar (Mohali),2.0,1.0,0.0,14.0,8.0,,,2025,Q1_Jan_Apr
140306,2025-02-12,Punjab,SAS Nagar (Mohali),,,,5.0,10.0,2.0,21.0,2025,Q1_Jan_Apr
140306,2025-03-01,Punjab,SAS Nagar (Mohali),,,,,,40.0,429.0,2025,Q1_Jan_Apr
140306,2025-03-09,Punjab,SAS Nagar (Mohali),3.0,0.0,0.0,0.0,1.0,2.0,12.0,2025,Q1_Jan_Apr
140306,2025-03-11,Punjab,SAS Nagar (Mohali),,,,,,1.0,25.0,2025,Q1_Jan_Apr
140306,2025-03-12,Punjab,SAS Nagar (Mohali),,,,0.0,7.0,0.0,20.0,2025,Q1_Jan_Apr
140306,2025-04-09,Punjab,S.A.S Nagar(Mohali),1.0,0.0,0.0,0.0,1.0,0.0,15.0,2025,Q1_Jan_Apr
140306,2025-04-11,Punjab,SAS Nagar (Mohali),,,,,,3.0,11.0,2025,Q1_Jan_Apr
140306,2025-04-12,Punjab,S.A.S Nagar(Mohali),,,,0.0,1.0,2.0,15.0,2025,Q1_Jan_Apr
140307,2025-01-03,Punjab,Fatehgarh Sahib,,,,18.0,67.0,32.0,458.0,2025,Q1_Jan_Apr
140307,2025-01-04,Punjab,SAS Nagar (Mohali),,,,131.0,141.0,,,2025,Q1_Jan_Apr
140307,2025-01-05,Punjab,SAS Nagar (Mohali),,,,145.0,154.0,,,2025,Q1_Jan_Apr
140307,2025-01-06,Punjab,SAS Nagar (Mohali),,,,156.0,171.0,,,2025,Q1_Jan_Apr
140307,2025-01-07,Punjab,Fatehgarh Sahib,,,,37.0,43.0,,,2025,Q1_Jan_Apr
140307,2025-01-09,Punjab,SAS Nagar (Mohali),0.0,0.0,1.0,5.0,2.0,,,2025,Q1_Jan_Apr
140307,2025-01-12,Punjab,SAS Nagar (Mohali),,,,2.0,3.0,,,2025,Q1_Jan_Apr
140307,2025-02-09,Punjab,SAS Nagar (Mohali),0.0,1.0,0.0,0.0,1.0,,,2025,Q1_Jan_Apr
140307,2025-02-11,Punjab,SAS Nagar (Mohali),,,,,,0.0,7.0,2025,Q1_Jan_Apr
