State,District,Year,Enrolment,Updates,Rejections,Avg_Age_Enrolled,Gender_Ratio_Female
Manipur,West Imphal,2021,9728768,2001435,90119,40.8,1034.0
Manipur,West Imphal,2022,9901367,634066,28469,35.9,1002.0
Manipur,West Imphal,2023,10225869,1389134,23400,46.6,962.0
Manipur,West Imphal,2024,10269993,579927,30992,20.3,948.0
Manipur,East Imphal,2018,9624093,1345545,35333,23.6,975.0
Manipur,East Imphal,2019,9796409,729477,29913,48.1,1025.0
Manipur,East Imphal,2020,10060640,963841,12514,33.9,939.0
Manipur,East Imphal,2021,10456227,1169685,49212,29.1,932.0
Manipur,East Imphal,2022,10682769,2339114,60054,39.4,952.0
Manipur,East Imphal,2023,10767829,2455222,39609,36.4,1016.0
Manipur,East Imphal,2024,11037218,2754900,48485,38.3,966.0
Manipur,Thoubal,2018,7246326,1475650,62902,18.6,1031.0
Manipur,Thoubal,2019,7221319,538233,25446,25.9,937.0
Manipur,Thoubal,2020,7397538,531007,25525,18.0,1044.0
Manipur,Thoubal,2021,7508948,1833588,56112,42.0,1014.0
Manipur,Thoubal,2022,7536637,624131,24815,40.4,931.0
Manipur,Thoubal,2023,7558954,1078155,59982,21.0,960.0
Manipur,Thoubal,2024,7674853,1353093,17500,37.9,1003.0
Meghalaya,East Khasi Hills,2018,6346477,1364211,42523,24.4,1037.0
Meghalaya,East Khasi Hills,2019,6523084,1576018,75902,42.3,975.0
Meghalaya,East Khasi Hills,2020,6676362,1093373,23245,36.8,1004.0
Meghalaya,East Khasi Hills,2021,6724575,860357,25238,40.8,1026.0
Meghalaya,East Khasi Hills,2022,6947688,598575,34729,42.8,973.0
Meghalaya,East Khasi Hills,2023,7126277,980548,55681,21.3,1042.0
Meghalaya,East Khasi Hills,2024,7304097,765674,19165,35.7,953.0
Meghalaya,West Garo Hills,2018,7633197,1668011,68146,20.6,1019.0
Meghalaya,West Garo Hills,2019,7640085,1065597,49566,19.7,931.0
Meghalaya,West Garo Hills,2020,7698722,1362703,69175,33.3,905.0
Meghalaya,West Garo Hills,2021,7794785,1022295,51215,36.8,966.0
Meghalaya,West Garo Hills,2022,7906361,1188881,64997,31.3,1020.0
Meghalaya,West Garo Hills,2023,7954485,1126889,16712,23.9,932.0
Meghalaya,West Garo Hills,2024,8227700,1747023,18093,25.9,952.0
Mizoram,Aizawl,2018,21789767,2804177,160159,39.2,1049.0
Mizoram,Aizawl,2019,21767043,1304690,33728,43.9,952.0
Mizoram,Aizawl,2020,22466679,2795400,134903,22.0,953.0
Mizoram,Aizawl,2021,22827174,4666080,245244,31.9,993.0
Mizoram,Aizawl,2022,22750122,1343378,38453,41.1,1048.0
Mizoram,Aizawl,2023,22525509,3361203,39272,26.0,990.0
Mizoram,Aizawl,2024,23360646,1648906,81543,49.0,927.0
Mizoram,Lunglei,2018,23178712,2280927,112103,27.9,982.0
Mizoram,Lunglei,2019,23663385,2831255,92674,28.7,1030.0
Mizoram,Lunglei,2020,23974120,2853215,71102,25.2,1015.0
Mizoram,Lunglei,2021,24319922,2113351,71380,21.7,977.0
Mizoram,Lunglei,2022,24592623,4236328,189705,27.7,1019.0
Mizoram,Lunglei,2023,24944362,5471107,189665,34.2,937.0
Mizoram,Lunglei,2024,25313384,4306331,222212,46.1,993.0
Nagaland,Kohima,2018,1272611,87590,1172,26.9,1012.0
Nagaland,Kohima,2019,1315296,291449,8531,47.5,946.0
Nagaland,Kohima,2020,1315640,81393,1737,33.8,952.0
Nagaland,Kohima,2021,1325172,193032,3164,40.7,1032.0
Nagaland,Kohima,2022,1370320,93194,3316,41.0,941.0
Nagaland,Kohima,2023,1387862,87249,2292,22.8,985.0
Nagaland,Kohima,2024,1381014,195756,6253,26.5,1041.0
Nagaland,Dimapur,2018,1313807,92506,4568,18.2,904.0
Nagaland,Dimapur,2019,1316063,115285,3457,23.2,957.0
Nagaland,Dimapur,2020,1327212,82640,3609,44.3,978.0
Nagaland,Dimapur,2021,1340660,114194,3277,42.2,969.0
Nagaland,Dimapur,2022,1340334,86115,1211,24.7,1029.0
Nagaland,Dimapur,2023,1329885,113893,2833,23.1,935.0
Nagaland,Dimapur,2024,1359323,233347,12488,32.8,995.0
Odisha,Khordha,2018,7684844,712658,38468,23.2,1047.0
Odisha,Khordha,2019,7616053,1896768,58942,41.9,1034.0
Odisha,Khordha,2020,7625438,1365521,21725,33.7,940.0
Odisha,Khordha,2021,7663494,1146762,28144,25.1,960.0
Odisha,Khordha,2022,7878129,615619,7371,40.9,1025.0
Odisha,Khordha,2023,7960664,1158622,44929,42.5,1049.0
Odisha,Khordha,2024,7979015,963217,13129,44.6,902.0
Odisha,Cuttack,2018,8073710,1275157,20323,48.1,963.0
Odisha,Cuttack,2019,8283382,1944539,24573,49.1,1029.0
Odisha,Cuttack,2020,8364277,1767587,93923,48.8,1022.0
Odisha,Cuttack,2021,8681182,450632,14003,26.9,975.0
Odisha,Cuttack,2022,8956724,577012,23641,42.0,922.0
Odisha,Cuttack,2023,8909546,1739616,44258,36.1,905.0
Odisha,Cuttack,2024,9264249,1103232,34289,38.6,947.0
Odisha,Sundargarh,2018,9186311,994712,15728,21.3,953.0
Odisha,Sundargarh,2019,9417459,1707384,28786,42.0,995.0
Odisha,Sundargarh,2020,9385229,828659,39387,42.2,939.0
Odisha,Sundargarh,2021,9438522,1437853,36013,44.4,978.0
Odisha,Sundargarh,2022,9415212,2045811,115864,26.1,956.0
Odisha,Sundargarh,2023,9453153,528276,9165,45.1,985.0
Odisha,Sundargarh,2024,9604455,1744375,18967,24.1,1015.0
Odisha,Puri,2018,7136600,1386519,75596,24.5,926.0
Odisha,Puri,2019,7389795,827330,37440,46.6,963.0
Odisha,Puri,2020,7494875,1764696,102092,28.8,955.0
Odisha,Puri,2021,7702220,541260,10548,38.7,1010.0
Odisha,Puri,2022,7628712,1442465,86365,31.6,926.0
Odisha,Puri,2023,7592988,849199,34373,30.3,999.0
Odisha,Puri,2024,7534268,884746,43508,20.4,962.0
Punjab,Ludhiana,2018,5575244,1013557,55478,36.9,1044.0
Punjab,Ludhiana,2019,5612741,630028,25470,42.4,918.0
Punjab,Ludhiana,2020,5785226,646188,13860,47.5,912.0
Punjab,Ludhiana,2021,5798128,594542,18146,23.3,1045.0
Punjab,Ludhiana,2022,5983915,463171,15364,41.3,928.0
Punjab,Ludhiana,2023,6038397,342295,10269,45.9,1026.0
Punjab,Ludhiana,2024,6048105,1509700,69547,44.1,1009.0
Punjab,Amritsar,2018,5892257,1309653,46838,48.3,998.0
Punjab,Amritsar,2019,6009180,880663,12183,36.5,956.0
Punjab,Amritsar,2020,6162860,1184589,13433,37.3,933.0
Punjab,Amritsar,2021,6352451,624920,12998,44.7,988.0
Punjab,Amritsar,2022,6383464,356837,9692,24.2,934.0
Punjab,Amritsar,2023,6376063,849692,40979,35.0,948.0
Punjab,Amritsar,2024,6354412,1511047,27599,46.5,969.0
Punjab,Jalandhar,2018,5787873,1329886,24890,26.5,927.0
Punjab,Jalandhar,2019,5997375,1102105,37743,18.7,1003.0
Punjab,Jalandhar,2020,6144668,1507278,24545,49.9,940.0
Punjab,Jalandhar,2021,6118192,1507451,43207,20.2,908.0
Punjab,Jalandhar,2022,6172310,818354,30551,44.1,1004.0
Punjab,Jalandhar,2023,6244857,1058740,58912,29.2,929.0
Punjab,Jalandhar,2024,6335528,556637,26832,18.1,998.0
Punjab,Patiala,2018,5750786,991240,27743,27.6,1042.0
Punjab,Patiala,2019,5874294,570723,33076,20.9,1046.0
Punjab,Patiala,2020,6024326,836943,21280,49.7,937.0
Punjab,Patiala,2021,6044341,1207168,35243,29.4,903.0
Punjab,Patiala,2022,6171620,420417,6520,39.3,918.0
Punjab,Patiala,2023,6236741,441228,25616,23.4,910.0
Punjab,Patiala,2024,6359714,1501453,65735,41.4,970.0
Rajasthan,Jaipur,2018,11847794,2696809,152295,46.2,933.0
Rajasthan,Jaipur,2019,12005202,671695,32422,25.9,1046.0
Rajasthan,Jaipur,2020,12084473,2359618,128022,22.2,966.0
Rajasthan,Jaipur,2021,12403698,1412015,76758,38.6,1005.0
Rajasthan,Jaipur,2022,12451904,2198588,107162,42.7,960.0
Rajasthan,Jaipur,2023,12815878,1234988,72120,37.0,1016.0
Rajasthan,Jaipur,2024,12922597,1688911,97738,32.1,1032.0
Rajasthan,Jodhpur,2018,11286032,681716,28710,22.0,973.0
Rajasthan,Jodhpur,2019,11354708,1725027,45888,45.9,1044.0
Rajasthan,Jodhpur,2020,11791594,1421563,58150,27.7,934.0
Rajasthan,Jodhpur,2021,12164920,1440313,46285,41.5,1006.0
Rajasthan,Jodhpur,2022,12220762,972742,20660,36.8,943.0
Rajasthan,Jodhpur,2023,12216242,1174637,49373,45.6,909.0
Rajasthan,Jodhpur,2024,12525602,1262863,71425,26.0,975.0
Rajasthan,Udaipur,2018,12337489,705587,29963,37.9,922.0
Rajasthan,Udaipur,2019,12370054,2379684,124757,37.0,925.0
Rajasthan,Udaipur,2020,12802228,2776541,138312,25.3,966.0
Rajasthan,Udaipur,2021,12973625,1371342,28966,45.2,916.0
Rajasthan,Udaipur,2022,13482279,893260,31161,29.8,910.0
Rajasthan,Udaipur,2023,13483818,1992105,95669,42.8,1021.0
Rajasthan,Udaipur,2024,13667371,3312725,41062,41.9,1023.0
Rajasthan,Kota,2018,9577402,1956729,86020,43.0,1046.0
Rajasthan,Kota,2019,9484628,1248106,35227,36.8,1026.0
Rajasthan,Kota,2020,9849737,691322,26704,48.0,968.0
Rajasthan,Kota,2021,9869699,808106,11788,21.2,927.0
Rajasthan,Kota,2022,9818080,2198380,80437,30.6,943.0
Rajasthan,Kota,2023,10124668,898455,42294,49.6,989.0
Rajasthan,Kota,2024,10095829,1801003,105262,28.9,1048.0
Sikkim,East,2018,24418835,3229038,74716,30.3,1019.0
Sikkim,East,2019,24277143,2230780,128727,22.4,972.0
Sikkim,East,2020,24078086,4735033,262848,18.3,917.0
Sikkim,East,2021,24972612,4024964,141833,44.7,921.0
Sikkim,East,2022,25801440,3823917,154504,43.9,1046.0
Sikkim,East,2023,26401580,5394924,321671,24.8,990.0
Sikkim,East,2024,27452671,6415933,146741,19.1,1003.0
Sikkim,West Sikkim,2018,20170684,3882047,174020,40.7,944.0
Sikkim,West Sikkim,2019,20366098,2200494,72891,44.5,915.0
Sikkim,West Sikkim,2020,20869290,3792183,164886,39.3,931.0
Sikkim,West Sikkim,2021,21642604,2953365,120113,25.2,1004.0
Sikkim,West Sikkim,2022,22482840,1534817,66074,47.4,900.0
Sikkim,West Sikkim,2023,23174271,4710693,160712,49.3,972.0
Sikkim,West Sikkim,2024,23508547,3632150,155013,21.4,996.0
Tamil Nadu,Ariyalur,2018,1368312,291512,15969,19.7,1034.0
Tamil Nadu,Ariyalur,2019,1413921,156428,5551,33.8,957.0
Tamil Nadu,Ariyalur,2020,1409803,218087,10654,43.4,911.0
Tamil Nadu,Ariyalur,2021,1463463,250738,6862,25.5,948.0
Tamil Nadu,Ariyalur,2022,1521180,99321,3357,39.8,1048.0
Tamil Nadu,Ariyalur,2023,1578960,216667,2348,39.6,948.0
Tamil Nadu,Ariyalur,2024,1593434,88627,5069,30.2,1044.0
Tamil Nadu,Chennai,2018,1007690,111102,4094,40.7,975.0
Tamil Nadu,Chennai,2019,1028862,256597,13910,22.2,966.0
Tamil Nadu,Chennai,2020,1063659,157036,8337,49.2,1050.0
Tamil Nadu,Chennai,2021,1105247,55348,1578,43.9,963.0
Tamil Nadu,Chennai,2022,1098827,267101,15317,26.1,920.0
Tamil Nadu,Chennai,2023,1114354,183823,5522,34.3,955.0
Tamil Nadu,Chennai,2024,1151169,240164,6025,34.9,965.0
Tamil Nadu,Coimbatore,2018,1240553,145790,3021,32.6,1012.0
Tamil Nadu,Coimbatore,2019,1283183,70147,1144,49.4,936.0
Tamil Nadu,Coimbatore,2020,1305181,119628,1629,40.2,1049.0
Tamil Nadu,Coimbatore,2021,1344932,252193,12755,41.0,1046.0
Tamil Nadu,Coimbatore,2022,1398467,94342,4333,26.0,997.0
Tamil Nadu,Coimbatore,2023,1396637,136438,3803,46.4,903.0
Tamil Nadu,Coimbatore,2024,1409295,120311,3009,34.9,1017.0
Tamil Nadu,Cuddalore,2018,1075704,154358,2669,25.1,1046.0
Tamil Nadu,Cuddalore,2019,1067354,211055,2741,20.1,1017.0
Tamil Nadu,Cuddalore,2020,1103752,128041,4990,42.1,921.0
Tamil Nadu,Cuddalore,2021,1142115,226053,7945,36.1,920.0
Tamil Nadu,Cuddalore,2022,1148893,136293,5162,23.4,1015.0
Tamil Nadu,Cuddalore,2023,1173562,169636,4333,39.8,921.0
Tamil Nadu,Cuddalore,2024,1216938,87380,2147,42.7,990.0
Tamil Nadu,Dharmapuri,2018,1314358,192219,8242,33.3,948.0
Tamil Nadu,Dharmapuri,2019,1349475,310787,12549,20.5,1002.0
Tamil Nadu,Dharmapuri,2020,1374630,102765,4024,37.1,972.0
Tamil Nadu,Dharmapuri,2021,1396284,157408,4955,18.1,945.0
Tamil Nadu,Dharmapuri,2022,1422650,211067,10559,28.8,984.0
Tamil Nadu,Dharmapuri,2023,1473087,202219,9803,41.0,974.0
Tamil Nadu,Dharmapuri,2024,1479525,110877,1763,28.3,1039.0
Tamil Nadu,Dindigul,2018,1335012,208299,2379,22.2,975.0
Tamil Nadu,Dindigul,2019,1366041,174587,9764,49.8,1029.0
Tamil Nadu,Dindigul,2020,1366970,101388,5364,31.0,915.0
Tamil Nadu,Dindigul,2021,1386045,97315,4415,18.3,982.0
Tamil Nadu,Dindigul,2022,1439220,197301,4376,21.4,988.0
Tamil Nadu,Dindigul,2023,1494159,370843,19392,35.4,919.0
Tamil Nadu,Dindigul,2024,1535236,262838,8068,31.2,1005.0
Tamil Nadu,Erode,2018,1319807,283708,12251,35.1,1013.0
Tamil Nadu,Erode,2019,1361986,85117,4710,41.4,1040.0
Tamil Nadu,Erode,2020,1373279,201761,5985,47.2,909.0
Tamil Nadu,Erode,2021,1385249,259359,12364,45.2,904.0
Tamil Nadu,Erode,2022,1412226,183522,4042,44.5,1029.0
Tamil Nadu,Erode,2023,1416173,169676,9300,46.5,1015.0
Tamil Nadu,Erode,2024,1433326,186412,10748,48.8,957.0
Tamil Nadu,Kancheepuram,2018,1041030,218111,9631,43.5,933.0
Tamil Nadu,Kancheepuram,2019,1080003,164517,7235,44.5,966.0
Tamil Nadu,Kancheepuram,2020,1118133,222815,9796,38.6,1030.0
Tamil Nadu,Kancheepuram,2021,1123406,167023,6712,44.3,918.0
Tamil Nadu,Kancheepuram,2022,1152676,205547,5619,41.0,932.0
Tamil Nadu,Kancheepuram,2023,1171900,254302,11324,43.3,978.0
Tamil Nadu,Kancheepuram,2024,1160490,109882,4288,27.1,904.0
Tamil Nadu,Kanniyakumari,2018,1219576,106202,4481,42.0,989.0
Tamil Nadu,Kanniyakumari,2019,1230449,266948,7439,47.6,923.0
Tamil Nadu,Kanniyakumari,2020,1251012,255351,10850,26.6,922.0
Tamil Nadu,Kanniyakumari,2021,1264245,154312,8862,31.5,925.0
Tamil Nadu,Kanniyakumari,2022,1270543,218856,5800,49.2,967.0
Tamil Nadu,Kanniyakumari,2023,1285645,151428,7039,35.8,925.0
Tamil Nadu,Kanniyakumari,2024,1335312,219532,6815,25.6,911.0
Tamil Nadu,Karur,2018,1351439,134813,7075,44.1,1039.0
Tamil Nadu,Karur,2019,1383473,79973,2343,45.6,990.0
Tamil Nadu,Karur,2020,1426802,348313,11074,22.9,924.0
Tamil Nadu,Karur,2021,1449507,225882,9906,49.2,998.0
Tamil Nadu,Karur,2022,1457416,126832,4819,31.6,959.0
Tamil Nadu,Karur,2023,1506201,255601,8819,43.3,928.0
Tamil Nadu,Karur,2024,1499131,194400,6573,47.7,1038.0
Tamil Nadu,Madurai,2018,1074952,67104,1940,48.2,998.0
Tamil Nadu,Madurai,2019,1116826,108211,4541,33.3,943.0
Tamil Nadu,Madurai,2020,1126158,182916,10807,42.8,931.0
Tamil Nadu,Madurai,2021,1122525,214172,11488,39.0,985.0
Tamil Nadu,Madurai,2022,1156161,279719,11815,48.8,975.0
Tamil Nadu,Madurai,2023,1185025,162771,9349,28.9,928.0
Tamil Nadu,Madurai,2024,1201644,173270,5298,40.2,1003.0
Tamil Nadu,Nagapattinam,2018,1324681,317963,17218,30.2,1045.0
Tamil Nadu,Nagapattinam,2019,1369243,308902,14274,41.0,918.0
Tamil Nadu,Nagapattinam,2020,1371836,198579,3354,40.5,917.0
Tamil Nadu,Nagapattinam,2021,1361229,257539,11147,38.4,934.0
Tamil Nadu,Nagapattinam,2022,1415005,172338,3769,41.7,956.0
Tamil Nadu,Nagapattinam,2023,1401042,164715,5048,21.8,961.0
Tamil Nadu,Nagapattinam,2024,1413102,301254,3860,44.4,947.0
Tamil Nadu,Namakkal,2018,1039817,154418,5501,47.0,925.0
Tamil Nadu,Namakkal,2019,1059228,185851,4086,48.6,999.0
Tamil Nadu,Namakkal,2020,1093499,124361,3396,18.4,938.0
Tamil Nadu,Namakkal,2021,1083161,183948,2889,39.2,902.0
Tamil Nadu,Namakkal,2022,1114145,221444,10524,20.9,957.0
Tamil Nadu,Namakkal,2023,1123222,246766,5497,24.0,903.0
Tamil Nadu,Namakkal,2024,1151540,259336,3311,18.1,931.0
Tamil Nadu,Nilgiris,2018,1317457,83010,916,37.0,955.0
Tamil Nadu,Nilgiris,2019,1336407,329187,8113,22.7,927.0
Tamil Nadu,Nilgiris,2020,1368866,263268,4223,46.6,980.0
Tamil Nadu,Nilgiris,2021,1415988,152492,7889,30.2,994.0
Tamil Nadu,Nilgiris,2022,1425815,115652,3064,48.9,1021.0
Tamil Nadu,Nilgiris,2023,1477317,260701,15502,33.6,957.0
Tamil Nadu,Nilgiris,2024,1491458,278147,14035,49.1,973.0
Tamil Nadu,Perambalur,2018,1284326,65104,1711,31.7,1042.0
Tamil Nadu,Perambalur,2019,1324815,173972,8789,31.9,1039.0
Tamil Nadu,Perambalur,2020,1324823,290691,11444,45.3,1020.0
Tamil Nadu,Perambalur,2021,1336808,184221,8967,41.4,1005.0
Tamil Nadu,Perambalur,2022,1348841,216089,5755,27.6,1011.0
Tamil Nadu,Perambalur,2023,1380366,77655,1755,45.0,956.0
Tamil Nadu,Perambalur,2024,1375320,145620,4659,20.9,992.0
Tamil Nadu,Pudukkottai,2018,1369368,214208,9782,43.8,1030.0
Tamil Nadu,Pudukkottai,2019,1371007,260987,7563,25.9,910.0
Tamil Nadu,Pudukkottai,2020,1367504,230890,4985,36.5,921.0
Tamil Nadu,Pudukkottai,2021,1392302,178144,8907,30.1,951.0
Tamil Nadu,Pudukkottai,2022,1431804,194420,5453,18.7,1035.0
Tamil Nadu,Pudukkottai,2023,1439759,110877,4445,38.0,960.0
Tamil Nadu,Pudukkottai,2024,1482116,323643,17244,40.3,911.0
Tamil Nadu,Ramanathapuram,2018,1274635,285224,12405,37.9,1022.0
Tamil Nadu,Ramanathapuram,2019,1293161,148508,7382,49.4,1040.0
Tamil Nadu,Ramanathapuram,2020,1302532,164818,8209,41.1,937.0
Tamil Nadu,Ramanathapuram,2021,1315273,89323,5138,23.1,1036.0
Tamil Nadu,Ramanathapuram,2022,1305138,159880,5926,29.8,1006.0
Tamil Nadu,Ramanathapuram,2023,1298973,271227,13874,42.5,1007.0
Tamil Nadu,Ramanathapuram,2024,1291699,238357,6393,42.0,982.0
Tamil Nadu,Salem,2018,1281638,273490,8478,45.5,917.0
Tamil Nadu,Salem,2019,1287771,88878,3526,39.3,1028.0
Tamil Nadu,Salem,2020,1309084,320676,11556,25.1,1043.0
Tamil Nadu,Salem,2021,1309330,189255,6246,38.4,1000.0
Tamil Nadu,Salem,2022,1317397,224951,8625,41.7,1007.0
Tamil Nadu,Salem,2023,1363850,303065,17043,48.7,1043.0
Tamil Nadu,Salem,2024,1364817,309311,13479,47.2,996.0
Tamil Nadu,Sivaganga,2018,1294113,112085,1654,18.6,974.0
Tamil Nadu,Sivaganga,2019,1336933,88551,4417,20.9,1013.0
Tamil Nadu,Sivaganga,2020,1381841,244443,7272,25.8,1032.0
Tamil Nadu,Sivaganga,2021,1393355,267409,11424,42.7,920.0
Tamil Nadu,Sivaganga,2022,1414021,221391,13255,35.8,994.0
Tamil Nadu,Sivaganga,2023,1404782,172183,6663,36.1,957.0
Tamil Nadu,Sivaganga,2024,1451907,193099,9087,34.1,921.0
Tamil Nadu,Thanjavur,2018,1207894,92953,4185,44.8,958.0
Tamil Nadu,Thanjavur,2019,1210107,77780,4340,42.9,947.0
Tamil Nadu,Thanjavur,2020,1256936,292567,8513,35.4,944.0
Tamil Nadu,Thanjavur,2021,1297692,260262,10976,36.7,947.0
Tamil Nadu,Thanjavur,2022,1336288,116034,3151,19.4,969.0
Tamil Nadu,Thanjavur,2023,1388376,344813,6012,41.7,981.0
Tamil Nadu,Thanjavur,2024,1437385,324000,11566,36.0,951.0
Tamil Nadu,Theni,2018,1179021,190334,3227,22.8,991.0
Tamil Nadu,Theni,2019,1221367,67809,3088,39.3,1007.0
Tamil Nadu,Theni,2020,1247295,84981,4961,32.3,923.0
Tamil Nadu,Theni,2021,1251115,210964,12642,46.9,1046.0
Tamil Nadu,Theni,2022,1269478,234502,5692,19.4,979.0
Tamil Nadu,Theni,2023,1257371,266249,7331,45.6,910.0
Tamil Nadu,Theni,2024,1262837,85493,4848,38.0,975.0
Tamil Nadu,Thiruvallur,2018,1034997,114676,5977,43.4,1047.0
Tamil Nadu,Thiruvallur,2019,1043141,118808,6008,18.2,1044.0
Tamil Nadu,Thiruvallur,2020,1075614,177208,2261,39.1,1034.0
Tamil Nadu,Thiruvallur,2021,1070428,107117,3976,44.5,1001.0
Tamil Nadu,Thiruvallur,2022,1079813,142514,3736,28.4,966.0
Tamil Nadu,Thiruvallur,2023,1101602,196443,2185,35.6,915.0
Tamil Nadu,Thiruvallur,2024,1109115,224603,8022,43.6,921.0
Tamil Nadu,Thiruvarur,2018,1190846,163750,1805,28.2,997.0
Tamil Nadu,Thiruvarur,2019,1199602,106535,4334,19.5,979.0
Tamil Nadu,Thiruvarur,2020,1231887,291597,14174,24.8,932.0
Tamil Nadu,Thiruvarur,2021,1246094,288659,8448,38.0,921.0
Tamil Nadu,Thiruvarur,2022,1259261,295109,6453,23.4,977.0
Tamil Nadu,Thiruvarur,2023,1246720,216371,5892,19.1,938.0
Tamil Nadu,Thiruvarur,2024,1291340,147373,6724,31.0,909.0
Tamil Nadu,Thoothukudi,2018,1362621,239402,8158,34.3,1042.0
Tamil Nadu,Thoothukudi,2019,1390579,245170,4246,35.5,938.0
Tamil Nadu,Thoothukudi,2020,1431432,256403,12538,23.9,965.0
Tamil Nadu,Thoothukudi,2021,1442299,212818,2270,26.8,924.0
Tamil Nadu,Thoothukudi,2022,1456380,234004,11946,34.2,970.0
Tamil Nadu,Thoothukudi,2023,1483822,312089,12870,29.5,947.0
Tamil Nadu,Thoothukudi,2024,1533795,152372,6931,37.4,905.0
Tamil Nadu,Tiruchchirappalli,2018,1289067,91704,5455,23.4,939.0
Tamil Nadu,Tiruchchirappalli,2019,1324520,205666,5984,28.7,1001.0
Tamil Nadu,Tiruchchirappalli,2020,1320910,114118,3956,23.6,911.0
Tamil Nadu,Tiruchchirappalli,2021,1369853,156733,3304,28.9,982.0
Tamil Nadu,Tiruchchirappalli,2022,1392026,179867,1999,19.9,1047.0
Tamil Nadu,Tiruchchirappalli,2023,1399565,152526,4007,40.1,912.0
Tamil Nadu,Tiruchchirappalli,2024,1413260,225879,10339,20.6,982.0
Tamil Nadu,Tirunelveli Kattabo,2018,1030844,141141,5300,37.2,927.0
Tamil Nadu,Tirunelveli Kattabo,2019,1071674,220809,6642,39.2,1018.0
Tamil Nadu,Tirunelveli Kattabo,2020,1090323,191282,11220,30.1,903.0
Tamil Nadu,Tirunelveli Kattabo,2021,1127482,87066,3479,46.4,975.0
Tamil Nadu,Tirunelveli Kattabo,2022,1135112,255057,14674,22.3,927.0
Tamil Nadu,Tirunelveli Kattabo,2023,1155836,128952,6358,42.3,975.0
Tamil Nadu,Tirunelveli Kattabo,2024,1146685,154609,5687,30.9,955.0
Tamil Nadu,Tiruvannamalai,2018,1150178,136451,6096,36.4,981.0
Tamil Nadu,Tiruvannamalai,2019,1190561,282047,3595,48.7,940.0
Tamil Nadu,Tiruvannamalai,2020,1236440,207264,9313,39.0,925.0
Tamil Nadu,Tiruvannamalai,2021,1232772,258383,14076,45.6,955.0
Tamil Nadu,Tiruvannamalai,2022,1225085,240170,4341,34.0,926.0
Tamil Nadu,Tiruvannamalai,2023,1252876,106541,1676,20.8,1047.0
Tamil Nadu,Tiruvannamalai,2024,1280481,262656,6253,24.2,952.0
Tamil Nadu,Vellore,2018,1327204,118269,5370,47.9,1007.0
Tamil Nadu,Vellore,2019,1353546,296371,16134,18.7,910.0
Tamil Nadu,Vellore,2020,1381557,113478,3742,38.9,1006.0
Tamil Nadu,Vellore,2021,1420561,324057,14767,45.3,927.0
Tamil Nadu,Vellore,2022,1454978,228374,12876,45.3,969.0
Tamil Nadu,Vellore,2023,1455189,346461,18215,19.3,1020.0
Tamil Nadu,Vellore,2024,1496446,351643,18539,30.6,1007.0
Tamil Nadu,Villupuram,2018,1024253,153696,2135,19.4,911.0
Tamil Nadu,Villupuram,2019,1049619,219240,10274,47.6,951.0
Tamil Nadu,Villupuram,2020,1067207,201948,6971,39.5,1034.0
Tamil Nadu,Villupuram,2021,1079854,55381,3104,26.2,997.0
Tamil Nadu,Villupuram,2022,1108596,96048,3668,30.2,949.0
Tamil Nadu,Villupuram,2023,1110831,80449,1257,44.0,995.0
Tamil Nadu,Villupuram,2024,1117021,212763,9423,20.5,961.0
Tamil Nadu,Virudhunagar,2018,1261658,193928,9436,18.4,943.0
Tamil Nadu,Virudhunagar,2019,1264741,209921,4161,40.9,1025.0
Tamil Nadu,Virudhunagar,2020,1285075,214646,3184,23.6,1014.0
Tamil Nadu,Virudhunagar,2021,1282791,64979,3404,43.2,937.0
Tamil Nadu,Virudhunagar,2022,1294342,96524,1245,37.9,1013.0
Tamil Nadu,Virudhunagar,2023,1294534,306421,11285,25.7,976.0
Tamil Nadu,Virudhunagar,2024,1293549,290216,11066,19.1,1034.0
Telangana,Hyderabad,2018,6146962,1046810,49869,44.5,968.0
Telangana,Hyderabad,2019,6312816,1510608,50130,47.5,1046.0
Telangana,Hyderabad,2020,6384871,560259,27078,22.7,901.0
Telangana,Hyderabad,2021,6487017,1608822,81036,23.9,953.0
Telangana,Hyderabad,2022,6656326,844678,31521,42.3,947.0
Telangana,Hyderabad,2023,6677144,1641690,45910,41.5,1041.0
Telangana,Hyderabad,2024,6938810,753515,10851,31.9,1017.0
Telangana,Warangal,2018,6297219,1278033,22988,37.7,1026.0
Telangana,Warangal,2019,6439425,1443683,68735,25.9,975.0
Telangana,Warangal,2020,6442551,1418185,19570,23.9,1018.0
Telangana,Warangal,2021,6682078,1265356,45347,29.3,934.0
Telangana,Warangal,2022,6811039,371743,7832,41.5,960.0
Telangana,Warangal,2023,6862358,706561,20795,40.7,1013.0
Telangana,Warangal,2024,6985962,927032,27125,36.0,1045.0
Telangana,Nizamabad,2018,7245969,1522123,35963,39.6,957.0
Telangana,Nizamabad,2019,7483355,1026829,15889,49.5,996.0
Telangana,Nizamabad,2020,7421667,1142898,17272,25.9,1037.0
Telangana,Nizamabad,2021,7515067,1048050,47491,34.9,946.0
Telangana,Nizamabad,2022,7656279,1547214,80657,22.5,916.0
Telangana,Nizamabad,2023,7841570,1687520,68476,23.4,917.0
Telangana,Nizamabad,2024,7838800,963511,26624,48.8,920.0
Tripura,West Tripura,2018,9817263,542157,7956,38.0,981.0
Tripura,West Tripura,2019,10105908,792079,31483,43.6,979.0
